#name	value
ENSRNOT00000068690	Cyp2f4
ENSRNOT00000068322	Cyp2t1
ENSRNOT00000028434	Egln2
ENSRNOT00000002052	Rab4b
ENSRNOT00000002050	Mia
ENSRNOT00000002053	Snrpa
ENSRNOT00000057230	BC024978
ENSRNOT00000018696	Itpkc
ENSRNOT00000028290	Adck4
ENSRNOT00000057213	Numbl
ENSRNOT00000028322	Ltbp4
ENSRNOT00000028348	Shkbp1
ENSRNOT00000028393	Sptbn4
ENSRNOT00000031026	BLVRB
ENSRNOT00000057190	Sertad3
ENSRNOT00000028468	Sertad1
ENSRNOT00000075815	Prx
ENSRNOT00000024771	Prx
ENSRNOT00000028266	Hipk4
ENSRNOT00000057177	Pld3
ENSRNOT00000024829	RGD1307554
ENSRNOT00000025303	Akt2
ENSRNOT00000025472	Ttc9b
ENSRNOT00000034609	Map3k10
ENSRNOT00000073966	C030039L03Rik
ENSRNOT00000057158	RGD1565183
ENSRNOT00000041861	Zfp626
ENSRNOT00000025586	Zfp59
ENSRNOT00000066529	Zfp59
ENSRNOT00000012663	Marcksl1
ENSRNOT00000074927	Wdr87
ENSRNOT00000073163	Wdr87
ENSRNOT00000025819	Psmc4
ENSRNOT00000057122	Fcgbp
ENSRNOT00000057120	9530053A07Rik
ENSRNOT00000026021	Fbl
ENSRNOT00000026107	Dyrk1b
ENSRNOT00000071691	Papl
ENSRNOT00000026966	Pak4
ENSRNOT00000067640	Nccrp1
ENSRNOT00000026907	Sycn
ENSRNOT00000035328	Ifnl3
ENSRNOT00000057073	Lrfn1
ENSRNOT00000026900	Lrfn1
ENSRNOT00000026891	Gmfg
ENSRNOT00000026839	Samd4b
ENSRNOT00000026778	Paf1
ENSRNOT00000026720	Med29
ENSRNOT00000026661	Zfp36
ENSRNOT00000044326	Plekhg2
ENSRNOT00000026576	Rps16
ENSRNOT00000048905	Supt5
ENSRNOT00000057470	Supt5
ENSRNOT00000057096	Timm50
ENSRNOT00000026182	Dll3
ENSRNOT00000074665	Eid2b
ENSRNOT00000026114	Eid2
ENSRNOT00000066769	Fpr-rs4
ENSRNOT00000014883	Vom2r10
ENSRNOT00000044825	Fpr-rs6
ENSRNOT00000052300	Vom1r2
ENSRNOT00000052208	Vom1r4
ENSRNOT00000042425	Vom2r11
ENSRNOT00000059698	Vom1r5
ENSRNOT00000041610	RGD1561667
ENSRNOT00000071239	Fbxo27
ENSRNOT00000027006	Fbxo17
ENSRNOT00000027029	Mrps12
ENSRNOT00000027166	Sars2
ENSRNOT00000075601	Gm6537
ENSRNOT00000027212	Nfkbib
ENSRNOT00000064153	Sirt2
ENSRNOT00000036907	Rinl
ENSRNOT00000027425	Hnrnpl
ENSRNOT00000027494	Hnrnpl
ENSRNOT00000057034	Hnrnpl
ENSRNOT00000027537	Ech1
ENSRNOT00000041205	Lgals4
ENSRNOT00000027620	Lgals7
ENSRNOT00000027645	Capn12
ENSRNOT00000027773	Actn4
ENSRNOT00000027974	Kcnk6
ENSRNOT00000027987	Yif1b
ENSRNOT00000056933	Yif1b
ENSRNOT00000044145	Yif1b
ENSRNOT00000027998	2200002D01Rik
ENSRNOT00000028006	Spint2
ENSRNOT00000046611	Spint2
ENSRNOT00000028070	Ppp1r14a
ENSRNOT00000028091	DPF1
ENSRNOT00000046435	DPF1
ENSRNOT00000042207	Sipa1l3
ENSRNOT00000070594	5S_rR1
ENSRNOT00000035994	Zfp84
ENSRNOT00000028158	Zfp790
ENSRNOT00000074279	ZFP74
ENSRNOT00000072689	ZFP74
ENSRNOT00000071506	ZFP74
ENSRNOT00000067802	Eif3k
ENSRNOT00000027837	Map4k1
ENSRNOT00000027893	Ryr1
ENSRNOT00000048677	Rasgrp4
ENSRNOT00000056964	FAM98C
ENSRNOT00000065850	Spred3
ENSRNOT00000056955	Ggn
ENSRNOT00000027937	Psmd8
ENSRNOT00000044590	Catsperg1
ENSRNOT00000032394	KCNK6
ENSRNOT00000072556	Zfp383
ENSRNOT00000073282	Zfp383
ENSRNOT00000071015	ZFP74
ENSRNOT00000073092	ZFP74
ENSRNOT00000074434	ZFP74
ENSRNOT00000033661	Zfp14
ENSRNOT00000046107	Zfp566
ENSRNOT00000074301	ZNF260
ENSRNOT00000049877	Zfp260
ENSRNOT00000073256	Zfp420
ENSRNOT00000028187	Zfp382
ENSRNOT00000074211	Capns1
ENSRNOT00000070921	Tbcb
ENSRNOT00000028222	Polr2i
ENSRNOT00000065011	Wdr62
ENSRNOT00000028247	Clip3
ENSRNOT00000051259	Alkbh6
ENSRNOT00000028265	SYNE4
ENSRNOT00000056877	SDHAF1
ENSRNOT00000028275	Lrfn3
ENSRNOT00000028284	Tyrobp
ENSRNOT00000028287	Hcst
ENSRNOT00000029719	Nfkbid
ENSRNOT00000028297	APLP1
ENSRNOT00000028306	Kirrel2
ENSRNOT00000045212	Nphs1
ENSRNOT00000028358	Nphs1
ENSRNOT00000028392	Prodh2
ENSRNOT00000034001	Arhgap33
ENSRNOT00000032363	RGD1565712
ENSRNOT00000028401	Hspb6
ENSRNOT00000028413	Lin37
ENSRNOT00000028438	Psenen
ENSRNOT00000046569	U2af1l4
ENSRNOT00000038154	U2af1l4
ENSRNOT00000028442	Igflr1
ENSRNOT00000046359	Kmt2b
ENSRNOT00000073825	Mir3569
ENSRNOT00000063808	Zbtb32
ENSRNOT00000033621	Upk1a
ENSRNOT00000032026	Cox6b1
ENSRNOT00000031873	Etv2
ENSRNOT00000031254	Rbm42
ENSRNOT00000031044	Haus5
ENSRNOT00000056742	2200002J24Rik
ENSRNOT00000028508	Atp4a
ENSRNOT00000028514	Tmem147
ENSRNOT00000028518	Gapdhs
ENSRNOT00000067813	Gapdhs
ENSRNOT00000028526	SBSN
ENSRNOT00000040607	Dmkn
ENSRNOT00000028532	Ffar2
ENSRNOT00000056714	Ffar3
ENSRNOT00000028533	Ffar1
ENSRNOT00000033155	Cd22
ENSRNOT00000044532	Mag
ENSRNOT00000028544	Mag
ENSRNOT00000028545	Hamp
ENSRNOT00000028550	Usf2
ENSRNOT00000041809	Usf2
ENSRNOT00000028548	Usf2
ENSRNOT00000044678	Lsr
ENSRNOT00000028585	Lsr
ENSRNOT00000028584	Lsr
ENSRNOT00000028593	Fam187b
ENSRNOT00000075068	Fam187b
ENSRNOT00000028597	Fxyd5
ENSRNOT00000028603	Fxyd7
ENSRNOT00000028624	Fxyd1
ENSRNOT00000028632	Lgi4
ENSRNOT00000028637	Fxyd3
ENSRNOT00000028644	Hpn
ENSRNOT00000028653	Scn1b
ENSRNOT00000028660	Gramd1a
ENSRNOT00000030832	RGD1563307
ENSRNOT00000030687	Scgb2b2
ENSRNOT00000029680	Scgb2b24
ENSRNOT00000066292	Apbh
ENSRNOT00000052376	Scgb1b30
ENSRNOT00000037519	Wtip
ENSRNOT00000028672	Uba2
ENSRNOT00000028674	Pdcd2l
ENSRNOT00000032613	Gpi
ENSRNOT00000028688	RGD1308428
ENSRNOT00000030186	Lsm14a
ENSRNOT00000028698	Kctd15
ENSRNOT00000037700	Chst8
ENSRNOT00000047207	RGD1560088
ENSRNOT00000074494	Sdhaf1
ENSRNOT00000051422	Syne4
ENSRNOT00000071180	ALKBH6
ENSRNOT00000072819	CLIP3
ENSRNOT00000047120	WDR62
ENSRNOT00000073107	POLR2I
ENSRNOT00000028211	Tbcb
ENSRNOT00000072756	Capns1
ENSRNOT00000017708	Pdcd5
ENSRNOT00000028701	Pepd
ENSRNOT00000028703	Cebpg
ENSRNOT00000014517	Cebpa
ENSRNOT00000015205	Slc7a10
ENSRNOT00000015384	Lrp3
ENSRNOT00000056583	Wdr88
ENSRNOT00000015791	Gpatch1
ENSRNOT00000050931	Snrpgl2
ENSRNOT00000016148	Rhpn2
ENSRNOT00000033396	RGD1564719
ENSRNOT00000031236	Cep89
ENSRNOT00000016919	Slc7a9
ENSRNOT00000017021	Tdrd12
ENSRNOT00000017153	Nudt19
ENSRNOT00000017172	Rgs9bp
ENSRNOT00000071337	Ankrd27
ENSRNOT00000074926	Ankrd27
ENSRNOT00000072931	Ankrd27
ENSRNOT00000017669	Ankrd27
ENSRNOT00000074804	Pdcd5
ENSRNOT00000039115	Dpy19l3
ENSRNOT00000018153	Zfp507
ENSRNOT00000018931	Tshz3
ENSRNOT00000045301	RGD1562402
ENSRNOT00000075711	Zfp536
ENSRNOT00000018956	Zfp536
ENSRNOT00000019463	Uri1
ENSRNOT00000020014	Ccne1
ENSRNOT00000020079	1600014C10Rik
ENSRNOT00000020383	Plekhf1
ENSRNOT00000020474	Pop4
ENSRNOT00000046035	UQCRB
ENSRNOT00000028923	Gm5591
ENSRNOT00000039649	Zfp939
ENSRNOT00000023671	Vstm2b
ENSRNOT00000027745	MGC114499
ENSRNOT00000074698	Zfp788
ENSRNOT00000019278	Zfp788
ENSRNOT00000047473	Cd33
ENSRNOT00000024170	4931406B18Rik
ENSRNOT00000024150	Iglon5
ENSRNOT00000039446	Vsig10l
ENSRNOT00000024083	Etfb
ENSRNOT00000056490	Cldnd2
ENSRNOT00000023942	Nkg7
ENSRNOT00000023858	Lim2
ENSRNOT00000015941	Siglec10
ENSRNOT00000033648	Siglec5
ENSRNOT00000023732	Vmn2r96
ENSRNOT00000056515	Vom2r37
ENSRNOT00000025631	Klk1c12
ENSRNOT00000041899	KLK10
ENSRNOT00000071721	Klk1c8
ENSRNOT00000073513	KLK5L
ENSRNOT00000070899	Izumo2
ENSRNOT00000073798	Izumo2
ENSRNOT00000032403	Zfp658
ENSRNOT00000074820	Zfp658
ENSRNOT00000024645	Zfp715
ENSRNOT00000024662	Zfp819
ENSRNOT00000067736	Ceacam18
ENSRNOT00000038229	Ceacam18
ENSRNOT00000048947	Siglece
ENSRNOT00000024690	Ctu1
ENSRNOT00000029197	Klk14
ENSRNOT00000039531	Klk13
ENSRNOT00000024758	Klk12
ENSRNOT00000025055	Klk11
ENSRNOT00000048240	Klk10
ENSRNOT00000037867	Klk9
ENSRNOT00000025174	Klk8
ENSRNOT00000025299	Klk7
ENSRNOT00000065876	Klk6
ENSRNOT00000025489	Klk5
ENSRNOT00000025614	Klk4
ENSRNOT00000045756	Klk1c10
ENSRNOT00000046377	Klk1c6
ENSRNOT00000025701	Klk1c2
ENSRNOT00000074179	KLK5L
ENSRNOT00000025723	Klk1c9
ENSRNOT00000071416	Klk1
ENSRNOT00000025777	Klk1c3
ENSRNOT00000038353	Klk15
ENSRNOT00000025831	Klk1b3
ENSRNOT00000025846	Fv1
ENSRNOT00000032200	Acpt
ENSRNOT00000025949	Clec11a
ENSRNOT00000026100	Shank1
ENSRNOT00000048805	Shank1
ENSRNOT00000044257	Shank1
ENSRNOT00000049346	Shank1
ENSRNOT00000046418	Shank1
ENSRNOT00000056420	RGD1309036
ENSRNOT00000026251	Syt3
ENSRNOT00000026259	Lrrc4b
ENSRNOT00000067562	Aspdh
ENSRNOT00000026379	Josd2
ENSRNOT00000026445	Emc10
ENSRNOT00000043724	Fam71e1
ENSRNOT00000067754	Mybpc2
ENSRNOT00000026599	Spib
ENSRNOT00000026797	Pold1
ENSRNOT00000026862	Nr1h2
ENSRNOT00000026992	Napsa
ENSRNOT00000027063	Kcnc3
ENSRNOT00000027062	Kcnc3
ENSRNOT00000027132	Myh14
ENSRNOT00000071054	Izumo2
ENSRNOT00000071503	Izumo2
ENSRNOT00000035748	Vrk3
ENSRNOT00000027260	Atf5
ENSRNOT00000074847	Nup62
ENSRNOT00000027320	Il4i1
ENSRNOT00000056364	Il4i1
ENSRNOT00000027436	Tbc1d17
ENSRNOT00000027478	Akt1s1
ENSRNOT00000051640	Pnkp
ENSRNOT00000027580	Ptov1
ENSRNOT00000027675	Med25
ENSRNOT00000027701	Fuz
ENSRNOT00000056331	Fuz
ENSRNOT00000020304	Ap2a1
ENSRNOT00000049584	Tsks
ENSRNOT00000035908	Cpt1c
ENSRNOT00000064272	Prmt1
ENSRNOT00000027777	Bcl2l12
ENSRNOT00000027786	Irf3
ENSRNOT00000027801	Scaf1
ENSRNOT00000027809	Rras
ENSRNOT00000038067	Prr12
ENSRNOT00000027849	Prrg2
ENSRNOT00000027882	NOSIP
ENSRNOT00000027917	Rcn3
ENSRNOT00000027944	Fcgrt
ENSRNOT00000053683	Mir150
ENSRNOT00000066328	Rps11
ENSRNOT00000027976	Rpl13a
ENSRNOT00000074163	Flt3l
ENSRNOT00000074671	Flt3l
ENSRNOT00000027981	Flt3l
ENSRNOT00000027992	Aldh16a1
ENSRNOT00000028022	Pih1d1
ENSRNOT00000064184	Slc17a7
ENSRNOT00000028064	Slc17a7
ENSRNOT00000073918	Gm581
ENSRNOT00000028072	Pth2
ENSRNOT00000037998	Ccdc155
ENSRNOT00000028082	Dkkl1
ENSRNOT00000028086	Tead2
ENSRNOT00000066834	Cd37
ENSRNOT00000033882	Slc6a16
ENSRNOT00000051280	RGD1562492
ENSRNOT00000041513	Trpm4
ENSRNOT00000028116	Hrc
ENSRNOT00000028142	Ppfia3
ENSRNOT00000028164	Lin7b
ENSRNOT00000028176	Snrnp70
ENSRNOT00000049957	Snrnp70
ENSRNOT00000028189	Kcna7
ENSRNOT00000028194	Ntf4
ENSRNOT00000067468	Lhb
ENSRNOT00000028217	Ruvbl2
ENSRNOT00000028271	Gys1
ENSRNOT00000028315	FTL1
ENSRNOT00000028328	Bax
ENSRNOT00000028334	Dhdh
ENSRNOT00000064245	Tulp2
ENSRNOT00000028390	Nucb1
ENSRNOT00000044788	Ppp1r15a
ENSRNOT00000028423	Plekha4
ENSRNOT00000028436	Hsd17b14
ENSRNOT00000028474	Bcat2
ENSRNOT00000028490	Fgf21
ENSRNOT00000028494	Fut1
ENSRNOT00000033278	Izumo1
ENSRNOT00000032535	Rasip1
ENSRNOT00000029167	Mamstr
ENSRNOT00000029220	Mamstr
ENSRNOT00000028519	Fut2
ENSRNOT00000028522	Sec1
ENSRNOT00000028524	Ntn5
ENSRNOT00000028540	Car11
ENSRNOT00000028546	Dbp
ENSRNOT00000028549	Sphk2
ENSRNOT00000028555	Rpl18
ENSRNOT00000028564	Fam83e
ENSRNOT00000028558	Spaca4
ENSRNOT00000067430	Sult2b1
ENSRNOT00000028570	Sult2b1
ENSRNOT00000028588	Cyth2
ENSRNOT00000028591	Kcnj14
ENSRNOT00000056181	Grwd1
ENSRNOT00000028615	Grin2d
ENSRNOT00000028627	Kdelr1
ENSRNOT00000028635	Syngr4
ENSRNOT00000028650	Tmem143
ENSRNOT00000028656	Emp3
ENSRNOT00000028662	Ccdc114
ENSRNOT00000042115	Abcc6
ENSRNOT00000028680	Nomo1
ENSRNOT00000028685	Kcnj11
ENSRNOT00000028696	Abcc8
ENSRNOT00000038798	Abcc8
ENSRNOT00000067392	Ush1c
ENSRNOT00000068434	Otog
ENSRNOT00000015109	Myod1
ENSRNOT00000015260	Kcnc1
ENSRNOT00000015352	Sergef
ENSRNOT00000056109	Tph1
ENSRNOT00000016254	SAAL1
ENSRNOT00000075590	Hps5
ENSRNOT00000039185	Hps5
ENSRNOT00000016444	Hps5
ENSRNOT00000066791	Gtf2h1
ENSRNOT00000017468	Ldha
ENSRNOT00000017851	Ldhc
ENSRNOT00000018194	Tsg101
ENSRNOT00000045719	Uevld
ENSRNOT00000075356	Vom1r70
ENSRNOT00000075006	Spty2d1
ENSRNOT00000018688	Tmem86a
ENSRNOT00000018860	PTPN5
ENSRNOT00000019051	Mrgprx3
ENSRNOT00000019061	Mrgprx4
ENSRNOT00000045792	Mrgprb4
ENSRNOT00000029958	Mrgprb5
ENSRNOT00000072393	Mrgprb13
ENSRNOT00000071521	Mrgprb13
ENSRNOT00000049722	Mrgprx2
ENSRNOT00000030162	Mrgprx2l
ENSRNOT00000019103	Mrgprb3
ENSRNOT00000056081	Mrgprx1
ENSRNOT00000019175	Zdhhc13
ENSRNOT00000019311	Csrp3
ENSRNOT00000035512	E2f8
ENSRNOT00000046529	Nav2
ENSRNOT00000019739	Dbx1
ENSRNOT00000036258	Htatip2
ENSRNOT00000020853	Prmt3
ENSRNOT00000041950	Slc6a5
ENSRNOT00000056030	Nell1
ENSRNOT00000074027	4933405O20Rik
ENSRNOT00000042952	RGD1564265
ENSRNOT00000064193	RGD1564265
ENSRNOT00000021583	RGD1564265
ENSRNOT00000022383	Slc17a6
ENSRNOT00000032922	Fancf
ENSRNOT00000022499	Gas2
ENSRNOT00000056024	Svip
ENSRNOT00000074296	RGD1559980
ENSRNOT00000019971	Gabrg3
ENSRNOT00000014573	Gabra5
ENSRNOT00000020099	Gabrb3
ENSRNOT00000065223	Gabrb3
ENSRNOT00000032254	Siglech
ENSRNOT00000055989	Tubgcp5
ENSRNOT00000016376	Cyfip1
ENSRNOT00000018028	Nipa2
ENSRNOT00000068501	Nipa1
ENSRNOT00000019245	Herc2
ENSRNOT00000019498	Oca2
ENSRNOT00000034564	Cylc1
ENSRNOT00000023888	Atp10a
ENSRNOT00000064917	Fpr3
ENSRNOT00000048996	Bex1
ENSRNOT00000021366	Ube3a
ENSRNOT00000075350	rno-mir-344b-2
ENSRNOT00000071684	Mir344b-1
ENSRNOT00000071160	rno-mir-344b-2
ENSRNOT00000053682	Mir344a-2
ENSRNOT00000053681	Mir344a-2
ENSRNOT00000073580	rno-mir-344g
ENSRNOT00000071136	rno-mir-344i
ENSRNOT00000013468	Ndn
ENSRNOT00000013483	Magel2
ENSRNOT00000013551	Mkrn3
ENSRNOT00000031973	Peg12
ENSRNOT00000051883	Chrna7
ENSRNOT00000048744	Hmgn5b
ENSRNOT00000021068	Otud7a
ENSRNOT00000066380	Klf13
ENSRNOT00000065343	Trpm1
ENSRNOT00000021262	Trpm1
ENSRNOT00000053771	Mir211
ENSRNOT00000021530	Mtmr10
ENSRNOT00000031067	Fan1
ENSRNOT00000038511	Mphosph10
ENSRNOT00000021884	Mcee
ENSRNOT00000022049	Apba2
ENSRNOT00000031488	Fam189a1
ENSRNOT00000014988	Tjp1
ENSRNOT00000051000	Tarsl2
ENSRNOT00000015287	Tm2d3
ENSRNOT00000015845	Pcsk6
ENSRNOT00000016758	Snrpa1
ENSRNOT00000045742	Snrpa1
ENSRNOT00000016916	Vimp
ENSRNOT00000016939	Chsy1
ENSRNOT00000016959	Lrrk1
ENSRNOT00000043019	Aldh1a3
ENSRNOT00000018436	Asb7
ENSRNOT00000018463	Lins
ENSRNOT00000049340	Cers3
ENSRNOT00000055877	Adamts17
ENSRNOT00000075131	Lysmd4
ENSRNOT00000070864	Mef2a
ENSRNOT00000072915	Mef2a
ENSRNOT00000033858	Lrrc28
ENSRNOT00000018639	Ttc23
ENSRNOT00000050832	Synm
ENSRNOT00000019267	Igf1r
ENSRNOT00000069843	5S_rR1
ENSRNOT00000019418	Pgpep1l
ENSRNOT00000040147	Fam169b
ENSRNOT00000074410	Gm5334
ENSRNOT00000051402	Arrdc4
ENSRNOT00000014152	Nr2f2
ENSRNOT00000046645	Mctp2
ENSRNOT00000068766	Rgma
ENSRNOT00000055829	Chd2
ENSRNOT00000016481	Fam174b
ENSRNOT00000016427	St8sia2
ENSRNOT00000043854	Slco3a1
ENSRNOT00000015084	Sv2b
ENSRNOT00000014802	Akap13
ENSRNOT00000014553	Klhl25
ENSRNOT00000031334	Agbl1
ENSRNOT00000046849	Ntrk3
ENSRNOT00000045165	Ntrk3
ENSRNOT00000041839	Ntrk3
ENSRNOT00000025536	Ntrk3
ENSRNOT00000046080	Ntrk3
ENSRNOT00000047776	Ntrk3
ENSRNOT00000067172	Mrpl46
ENSRNOT00000025008	Mrps11
ENSRNOT00000065457	Det1
ENSRNOT00000053600	Mir7a-2
ENSRNOT00000064438	Aen
ENSRNOT00000024826	Isg20
ENSRNOT00000047848	Acan
ENSRNOT00000049681	Acan
ENSRNOT00000032174	Hapln3
ENSRNOT00000067889	Mfge8
ENSRNOT00000024253	Mfge8
ENSRNOT00000023506	Abhd2
ENSRNOT00000022962	Rlbp1
ENSRNOT00000050759	Fanci
ENSRNOT00000022638	Fanci
ENSRNOT00000044567	Polg
ENSRNOT00000051411	MP68
ENSRNOT00000053703	Mir3597-3
ENSRNOT00000021109	Rhcg
ENSRNOT00000031783	Ticrr
ENSRNOT00000033491	Kif7
ENSRNOT00000020690	9330171B17Rik
ENSRNOT00000065759	Plin1
ENSRNOT00000020229	Pex11a
ENSRNOT00000034042	Wdr93
ENSRNOT00000040164	Snrpep2
ENSRNOT00000020117	Mesp1
ENSRNOT00000020047	Mesp2
ENSRNOT00000020002	Anpep
ENSRNOT00000068084	Ap3s2
ENSRNOT00000019568	RGD1311021
ENSRNOT00000063752	5S_rR1
ENSRNOT00000071574	ECHS1
ENSRNOT00000073302	FUOM
ENSRNOT00000064034	Zfp710
ENSRNOT00000019059	Idh2
ENSRNOT00000030914	Sema4b
ENSRNOT00000042558	Cib1
ENSRNOT00000068523	Ttll13
ENSRNOT00000018107	NGRN
ENSRNOT00000017862	Vps33b
ENSRNOT00000017532	Prc1
ENSRNOT00000029471	Rccd1
ENSRNOT00000017407	Unc45a
ENSRNOT00000016445	Hddc3
ENSRNOT00000016281	Man2a2
ENSRNOT00000016032	Fes
ENSRNOT00000015521	Furin
ENSRNOT00000015065	Blm
ENSRNOT00000015948	Crtc3
ENSRNOT00000018021	Iqgap1
ENSRNOT00000034267	Zscan2
ENSRNOT00000032294	Wdr73
ENSRNOT00000014639	Nmb
ENSRNOT00000015218	Sec11a
ENSRNOT00000015488	Zfp592
ENSRNOT00000015898	Alpk3
ENSRNOT00000025621	Slc28a1
ENSRNOT00000025797	Pde8a
ENSRNOT00000025888	Rps17
ENSRNOT00000026009	Cpeb1
ENSRNOT00000026030	Ap3b2
ENSRNOT00000055614	BC048679
ENSRNOT00000070161	rno-mir-1839
ENSRNOT00000026089	Fsd2
ENSRNOT00000064667	Whamm
ENSRNOT00000026158	Homer2
ENSRNOT00000026385	Fam103a1
ENSRNOT00000026405	RGD1305713
ENSRNOT00000026595	Btbd1
ENSRNOT00000063873	Tm6sf1
ENSRNOT00000026754	Hdgfrp3
ENSRNOT00000067423	Bnc1
ENSRNOT00000026870	Sh3gl3
ENSRNOT00000032106	Adamtsl3
ENSRNOT00000029244	Fam154b
ENSRNOT00000047408	Eftud1
ENSRNOT00000063763	5S_rR1
ENSRNOT00000039748	Mex3b
ENSRNOT00000037996	Tmc3
ENSRNOT00000015320	Stard5
ENSRNOT00000016289	Il16
ENSRNOT00000016433	RGD1310371
ENSRNOT00000016455	Mesdc1
ENSRNOT00000055583	Mesdc2
ENSRNOT00000036343	RGD1305254
ENSRNOT00000017362	Abhd17c
ENSRNOT00000017636	Arnt2
ENSRNOT00000068167	Fah
ENSRNOT00000018098	Zfand6
ENSRNOT00000049577	Magea4
ENSRNOT00000022431	Gabre
ENSRNOT00000039949	Gabre
ENSRNOT00000053634	Mir224
ENSRNOT00000052261	Magea10
ENSRNOT00000040729	Gabra3
ENSRNOT00000069148	Mir105
ENSRNOT00000013187	RGD1566078
ENSRNOT00000022880	Gabrq
ENSRNOT00000022889	Magea9
ENSRNOT00000065164	Cetn2
ENSRNOT00000022985	Nsdhl
ENSRNOT00000072259	Zfp185
ENSRNOT00000023109	Zfp185
ENSRNOT00000037851	Pnma5
ENSRNOT00000022997	Pnma3
ENSRNOT00000023158	Xlr4a
ENSRNOT00000040301	RGD1564599
ENSRNOT00000065537	Aff2
ENSRNOT00000043352	RGD1564599
ENSRNOT00000016228	FMR1
ENSRNOT00000063039	rno-mir-509
ENSRNOT00000070031	Mir547
ENSRNOT00000070233	Mir201
ENSRNOT00000069352	Mir3585
ENSRNOT00000074205	Dkc1
ENSRNOT00000056274	Olr1768
ENSRNOT00000056275	Ikbkg
ENSRNOT00000056317	G6pd
ENSRNOT00000056316	Fam3a
ENSRNOT00000065166	Fam3a
ENSRNOT00000056315	Slc10a3
ENSRNOT00000056313	Ubl4a
ENSRNOT00000056312	Lage3
ENSRNOT00000056307	Plxna3
ENSRNOT00000075085	Fam50a
ENSRNOT00000056295	Gdi1
ENSRNOT00000056294	Atp6ap1
ENSRNOT00000056290	Taz
ENSRNOT00000056285	Dnase1l1
ENSRNOT00000036352	Rpl10
ENSRNOT00000056282	Emd
ENSRNOT00000068489	Flna
ENSRNOT00000056323	Tktl1
ENSRNOT00000056324	Tex28
ENSRNOT00000056325	Opn1mw
ENSRNOT00000056327	Mecp2
ENSRNOT00000065177	Irak1
ENSRNOT00000066182	Hcfc1
ENSRNOT00000056337	Renbp
ENSRNOT00000051254	Naa10
ENSRNOT00000056344	Arhgap4
ENSRNOT00000056342	Avpr2
ENSRNOT00000056343	ORF1
ENSRNOT00000056354	L1cam
ENSRNOT00000056376	Pdzd4
ENSRNOT00000064213	Ssr4
ENSRNOT00000056382	Idh3g
ENSRNOT00000026211	Srpk3
ENSRNOT00000056397	Plxnb3
ENSRNOT00000025863	Abcd1
ENSRNOT00000025813	Bcap31
ENSRNOT00000025702	Slc6a8
ENSRNOT00000024227	Pnck
ENSRNOT00000024088	Dusp9
ENSRNOT00000049237	Atp2b3
ENSRNOT00000023934	Atp2b3
ENSRNOT00000029079	Atp2b3
ENSRNOT00000029091	Atp2b3
ENSRNOT00000023920	Bgn
ENSRNOT00000046264	HAUS7
ENSRNOT00000023245	Trex2
ENSRNOT00000071185	Zfp92
ENSRNOT00000025218	Zfp275
ENSRNOT00000042490	F8a1
ENSRNOT00000017367	Cyp2c79
ENSRNOT00000040325	Cyp2c7
ENSRNOT00000072973	Vbp1
ENSRNOT00000073152	Vmn2r65
ENSRNOT00000073451	Olr227
ENSRNOT00000045611	Vom2r42
ENSRNOT00000052226	Vom2r43
ENSRNOT00000047063	Olr12
ENSRNOT00000045582	Olr13
ENSRNOT00000048861	Olr14
ENSRNOT00000052199	Olr16
ENSRNOT00000044773	Olr19
ENSRNOT00000042245	Olr20
ENSRNOT00000052050	Olr23
ENSRNOT00000018361	Olr23
ENSRNOT00000042931	Olr24
ENSRNOT00000041243	Olr25
ENSRNOT00000044676	Olr27
ENSRNOT00000051266	Olr30
ENSRNOT00000049595	Olr32
ENSRNOT00000042081	Olr34
ENSRNOT00000018592	Folh1
ENSRNOT00000018990	Nox4
ENSRNOT00000021971	Tyr
ENSRNOT00000022060	Grm5
ENSRNOT00000050639	Grm5
ENSRNOT00000022342	Ctsc
ENSRNOT00000022538	Rab38
ENSRNOT00000022578	Tmem135
ENSRNOT00000023205	Fzd4
ENSRNOT00000023239	Prss23
ENSRNOT00000023329	Me3
ENSRNOT00000055488	Ccdc81
ENSRNOT00000023468	l7Rn6
ENSRNOT00000024082	Eed
ENSRNOT00000025415	Picalm
ENSRNOT00000045048	Sytl2
ENSRNOT00000024095	Ccdc89
ENSRNOT00000038279	Tmem126b
ENSRNOT00000038333	Tmem126a
ENSRNOT00000025653	CREBZF
ENSRNOT00000074282	Ccdc89
ENSRNOT00000042163	Sytl2
ENSRNOT00000055401	Dlg2
ENSRNOT00000055402	Dlg2
ENSRNOT00000034416	Dlg2
ENSRNOT00000055397	Dlg2
ENSRNOT00000055399	Dlg2
ENSRNOT00000012781	Ccdc90b
ENSRNOT00000068402	Ankrd42
ENSRNOT00000013552	Pcf11
ENSRNOT00000013851	Rab30
ENSRNOT00000031974	RGD1559690
ENSRNOT00000014271	Prcp
ENSRNOT00000014369	Gm9934
ENSRNOT00000014284	Fam181b
ENSRNOT00000062200	Mir708
ENSRNOT00000015181	Tenm4
ENSRNOT00000069872	5S_rR1
ENSRNOT00000015784	Nars2
ENSRNOT00000016361	Gab2
ENSRNOT00000031161	Usp35
ENSRNOT00000035743	Kctd21
ENSRNOT00000016478	Alg8
ENSRNOT00000016509	Ndufc2
ENSRNOT00000016540	Thrsp
ENSRNOT00000016654	Kctd14
ENSRNOT00000016770	Ints4
ENSRNOT00000016783	Aamdc
ENSRNOT00000037050	Rsf1
